address,national_phone,lat,lon,rating,google_maps_uri,website,user_rating_count,name,primary_type_display,price_level
"Bostancı, Bostan Tüccarı Sk. No:1, 34744 Kadıköy/İstanbul",(0216) 416 96 33,40.9536972,29.0900323,4.5,https://maps.google.com/?cid=6052787267930798197,,567.0,Çatana Balık,Restoran,
"Bostancı, Bahçelerarası Sk. eda apt 3/A D:3/A, 34744 Kadıköy/İstanbul",0530 443 59 92,40.9544702,29.0975329,4.8,https://maps.google.com/?cid=9239907076806864302,,3095.0,Noxus Chocolate,Tatlı,
"Kasaplar Çarşısı, Altıntepe, Turgut Özal Blv. No:11, 34840, 34840 Maltepe/İstanbul",0546 256 18 30,40.952776500000006,29.096822199999995,4.6,https://maps.google.com/?cid=12348874431763913104,http://bostanciazizinyeri.com.tr/,447.0,Aziz’in Yeri Bostancı,Restoran,
"Küçükyalı Mahallesi, Atatürk Caddesi, Küçükyalı, Gümüşçü Sokağı 46/D, 34840 Maltepe/İstanbul",(0216) 388 37 63,40.9464796,29.1110289,4.8,https://maps.google.com/?cid=10639891202068927723,https://thegranmacoffee.com/,1080.0,THEGRANMA food&coffee,Çay/Kahve,₺₺
"Çınar Mahallesi, Küçükyalı, Mustafa Kemâl Atatürk Cd No:4, 34841 Maltepe/İstanbul",(0216) 366 66 67,40.9460132,29.1111048,4.6,https://maps.google.com/?cid=18401608021730310018,http://www.instagram.com/silasararest,569.0,Sılaşara Restaurant & Cafe,Restoran,₺₺
"Bağdat caddesi, Küçükyalı, Minibüs Yolu NO 119/A, 34840 Maltepe/İstanbul",0544 118 53 53,40.949076,29.106188,4.6,https://maps.google.com/?cid=14487831857778365788,,271.0,FIRTINA BALIKÇILIK ALTINTEPE,Restoran,
"KÜÇÜKYALI HİLLTOWN AVM AYDINEVLER MAHALLESİ SİTELER YOLU SOKAK NO:! KAT:3, Aydınevler, 34854 Maltepe/İstanbul",,40.9528935,29.1216615,4.5,https://maps.google.com/?cid=9636636370979048559,https://vavahilltown.com/,2878.0,Vava,Restoran,₺₺
"Küçükyalı, Aydınevler, Sanayi Cd. No:25, 34854 Maltepe/İstanbul",0532 372 99 63,40.9469038,29.1262477,4.6,https://maps.google.com/?cid=15368756302493750883,https://www.isimsizdurumcu.com/,164.0,İSİMSİZ DÜRÜMCÜ,Türk Mutfağı,
"İdealtepe, Avcılar Sk. No:68, 34841, 34841 Maltepe/İstanbul",(0216) 367 00 33,40.9462849,29.1243498,4.5,https://maps.google.com/?cid=10650065977108056174,,201.0,İdeal Fırın,Fırın,₺
"Aydınevler, Albay Karaoğlanoğlu Sk. no:12/c, 34854 Maltepe/İstanbul",,40.950675200000006,29.1269934,5.0,https://maps.google.com/?cid=4039101407503843366,https://www.instagram.com/vanilyatadi/?hl=tr,1039.0,Vanilya Tadı,Tatlı,
"Suadiye, Noter Sk. no:23, 34740 Kadıköy/İstanbul",(0216) 599 06 91,40.9626335,29.0744812,4.6,https://maps.google.com/?cid=13375834609035571419,https://www.bazlamakahvalti.com/,2916.0,Çeşme Bazlama Kahvaltı Bağdat Caddesi Şaşkınbakkal,Kahvaltı,₺₺
"Suadiye, Vapur Yolu Sk. No: 2 D:1A, 34740 Kadıköy/İstanbul",0532 555 02 02,40.9602315,29.079998000000003,4.5,https://maps.google.com/?cid=9612560427273170996,https://gousociety.com/,518.0,GOU Society,Restoran,
"Suadiye, Bağdat Cad. No:459, 34740 Kadıköy/İstanbul",(0216) 464 10 00,40.9585258,29.084958900000004,4.6,https://maps.google.com/?cid=11549420770337812263,https://stradasuadiye.com/,7297.0,Strada,Restoran,
"Suadiye, Plaj Yolu Sk. No13, 34740 Kadıköy/İstanbul",(0216) 463 14 15,40.9579546,29.0818278,4.7,https://maps.google.com/?cid=7317733244729062460,https://www.thetownhouse.com.tr/,2883.0,The Townhouse,Restoran,₺₺₺₺
"Suadiye, Bağdat Cad. 435/A, 34740 Kadıköy/İstanbul",(0216) 384 27 47,40.9601626,29.0821037,4.6,https://maps.google.com/?cid=5790150890838178843,http://www.houseofbturkey.com/,4562.0,House of B Suadiye,Amerikan Mutfağı,
"Suadiye, Bağdat Cad. 455 1 D:B, 34740 Kadıköy/İstanbul",(0216) 380 00 05,40.9593499,29.084422300000004,4.6,https://maps.google.com/?cid=3693756085856742317,,1447.0,Brasserie Noir,Restoran,₺₺₺
"Bostancı, Emin Ali Paşa Cd. 95A, 34744 Kadıköy/İstanbul",0541 837 52 34,40.958292,29.095754,4.6,https://maps.google.com/?cid=15806777532783763636,,368.0,ZEYTİN BOSTANCI (OCAKBAŞI),Restoran,
"Bostancı, Prof. Dr. Ali Nihat Tarlan Cd No:72, 34744 Kadıköy/İstanbul",(0216) 755 55 10,40.9619108,29.103373800000004,4.5,https://maps.google.com/?cid=16325494779461082745,http://sultanahmetcorbacisi.com/,211.0,Sultanahmet Çorbacısı (Bostancı),Restoran,
"Bostancı, Prof. Dr. Ali Nihat Tarlan Cd 47-9, 34744 Kadıköy/İstanbul",(0216) 362 30 25,40.9578609,29.0973055,4.5,https://maps.google.com/?cid=9877894229967349633,,1099.0,Bakıroğlu GURME,Kahvaltı,₺₺
"Bostancı, Prof. Dr. Ali Nihat Tarlan Cd No:47/C, 34744 Kadıköy/İstanbul",(0216) 362 08 51,40.9578353,29.0974459,4.6,https://maps.google.com/?cid=4105307561409213968,,515.0,01 Adana Cadde Kebap,Restoran,₺₺
"Altıntepe, Cihadiye Cd. no:84/A, 34840 Maltepe/İstanbul",0539 603 63 03,40.9571848,29.1096785,4.9,https://maps.google.com/?cid=14561694237844844331,http://wwww.instagram.com/peanutwafflekucukyali,121.0,Peanut Waffle Belgium Küçükyalı,Tatlı,
"İçerenköy, Huzur Hoca Cd no 76/A, 34756 Ataşehir/İstanbul",(0216) 575 29 73,40.9635122,29.111102,4.5,https://maps.google.com/?cid=9894301370949695735,https://instagram.com/aydogdulokantasi?igshid=j7xaom0xhrx1,217.0,Aydoğdu 2 Lokantası,Restoran,
"Bostancı, Bostanlararası Sokağı No:35, 34744 Kadıköy/İstanbul",0545 761 53 43,40.9579627,29.1056502,4.9,https://maps.google.com/?cid=384079344951226788,https://www.yemeksepeti.com/restaurant/ut8n/waffle-mina,150.0,Waffle Mina - Bostancı,Tatlı,
"Fenerbahçe, 34726 Kadıköy/İstanbul",(0216) 336 02 59,40.9677181,29.0320309,4.5,https://maps.google.com/?cid=8318160363053576221,,1537.0,Fenerbahçe D/G İstasyon Komutanlığı,Restoran,₺
"Fenerbahçe, 34726 Kadıköy/İstanbul",0530 525 84 10,40.9680976,29.04189,4.5,https://maps.google.com/?cid=2294081131502544846,,1639.0,Fenerbahçe Ordu Evi/ Marmara Yemek Salonu,Restoran,₺₺
"Fenerbahçe, Fener Kalamış Cd. No: 79/A, 34726 Kadıköy/İstanbul",0537 798 00 00,40.9710375,29.0391927,4.7,https://maps.google.com/?cid=202777465893382769,,386.0,Payyar Ocakbaşı,Restoran,
"Fenerbahçe, Iğrıp Sk. No:27, 34726 Kadıköy/İstanbul",0530 525 84 30,40.9675568,29.0442416,4.5,https://maps.google.com/?cid=8160226755804538949,,388.0,Fenerbahçe Orduevi Deniz Restorant,Restoran,₺₺
"Rüyam Apt. Homemade, Fenerbahçe, Fener Kalamış Cd. No:67/1, 34726 Kadıköy/İstanbul",0544 514 26 22,40.972754,29.040392,4.6,https://maps.google.com/?cid=655333755227332552,,170.0,Homemade by Selen Fenerbahçe,Restoran,
"Caddebostan, Operatör Cemil Topuzlu Cd. No:42, 34728 Kadıköy/İstanbul",(0216) 302 42 72,40.9691567,29.0524748,4.5,https://maps.google.com/?cid=14828414948990028132,http://www.buyukkulup.org.tr/,2522.0,Büyük Kulüp Derneği,,
"Fenerbahçe, Operatör Cemil Topuzlu Cd. No:35, 34726 Kadıköy/İstanbul",(0216) 766 19 66,40.9720451,29.0518408,4.6,https://maps.google.com/?cid=16674706605934574796,http://www.metetdoner.com/,475.0,Metet Közde Döner Çiftehavuzlar,Türk Mutfağı,₺₺
"Fenerbahçe, Operatör Cemil Topuzlu Cd. No:35, 34726, 34726 Kadıköy/İstanbul",0542 352 63 86,40.9719545,29.0522197,4.5,https://maps.google.com/?cid=6786080433560509069,https://instagram.com/ilboccalino34?igshid=MzMyNGUyNmU2YQ==,753.0,il Boccalino 34,İtalyan Mutfağı,
"Göztepe Mh, Tütüncü Mehmet Efendi Cd. No:1/1, 34060 Kadıköy/İstanbul",0542 180 52 82,40.9716353,29.0606219,4.6,https://maps.google.com/?cid=3359459324602551288,http://www.ethemefendikahvalti.com/,3381.0,Ethem Efendi Kahvaltı,Kahvaltı,
"Sembol apt, Caddebostan, Caddebostan Plaj Yolu Sk. No:13/A, 34728 Kadıköy/İstanbul",0533 617 02 68,40.9672467,29.0634616,4.5,https://maps.google.com/?cid=4237474954154729164,,948.0,Nazende Cadde,Restoran,
"Erenköy, Ömer Paşa Sk. No:19, 34738 Kadıköy/İstanbul",(0216) 386 10 20,40.9706782,29.066774299999995,4.6,https://maps.google.com/?cid=17724914265869437882,https://www.safranbolufirini.com/,965.0,Tarihi Safranbolu Fırını (Ömerpaşa),Fırın,₺₺
"Bağdat Caddesi, Caddebostan, Haldun Taner Sk. No:7/B, 34728 Kadıköy/İstanbul",0850 460 0278,40.9672799,29.0652276,4.7,https://maps.google.com/?cid=13626899829846803015,https://artois.com.tr/,1809.0,Artois - Cocktail Bar & Chef Restaurant,Bar,₺₺
"Erenköy, Ömer Paşa Sk. No:24 / B, 34728 Kadıköy/İstanbul",0530 134 35 15,40.9707712,29.067516,4.7,https://maps.google.com/?cid=1277029482480818484,,664.0,Paseo Gelato & Sorbet,Tatlı,
"Caddebostan, Haldun Taner Sk. No:3/1, 34728 Kadıköy/İstanbul",0530 519 07 50,40.967017,29.065785,4.7,https://maps.google.com/?cid=18174141470391265234,https://perranocakbasi.com.tr/,452.0,Perran Ocakbaşı Caddebostan,Restoran,
"Erenköy, Ethem Efendi Cd. No:50, 34738 Kadıköy/İstanbul",0541 229 52 82,40.971825,29.0737709,4.5,https://maps.google.com/?cid=7042504766708666466,http://www.ethemefendikahvalti.com/,7854.0,Ethem Efendi Kahvaltı,Kahvaltı,₺₺₺
"Caddebostan, Bağdat Cad. No:333A, 34728 Kadıköy/İstanbul",(0216) 355 16 40,40.9649295,29.072792,4.5,https://maps.google.com/?cid=15187037662592840311,https://www.divanpastaneleri.com.tr/?utm_source=google&utm_medium=maps&utm_campaign=pastane&utm_content=divan-pastanesi-erenkoy,1517.0,Divan Pastanesi Erenköy,Fırın,₺₺₺
"Caddebostan, Bağdat Cad. No:333, 34728 Kadıköy/İstanbul",(0216) 386 52 36,40.9649987,29.0727657,4.5,https://maps.google.com/?cid=7308909105968420156,https://www.divan.com.tr/divan-restoranlari/divan-pub-erenkoy?utm_source=google&utm_medium=maps&utm_campaign=pub&utm_content=divan-pub-erenkoy,1751.0,Divan Pub Erenköy,Bar,₺₺₺
"Kozyatağı, Şakacı Sk. No:28, 34742 Kadıköy/İstanbul",0554 018 01 01,40.9686705,29.0919493,4.5,https://maps.google.com/?cid=14840797804711798608,http://www.umitusta.com.tr/,3443.0,ADANALI ÜMİT USTA OCAKBAŞI ET & KEBAP,Restoran,₺₺
"Kozyatağı, Şemsettin Günaltay Cd. No:116 D:B, 34742 Kadıköy/İstanbul",(0216) 464 41 45,40.9666014,29.0872623,4.5,https://maps.google.com/?cid=9085858746116736332,http://www.emiroglubaklava.com.tr/,399.0,Emiroğlu Baklavaları,Tatlı,
"19 Mayıs Mah. Şemsettin Günaltay Cad. Şahin Sok. Doğan Apt. No: 1 Daire: 30, 19 Mayıs, 34736 Kadıköy/İstanbul",444 8 464,40.971864,29.0836199,4.5,https://maps.google.com/?cid=17530989199752542621,https://www.espressolab.com/,544.0,Espressolab Erenköy,Çay/Kahve,₺₺
"Kozyatağı, Kadıpaşa Sk. No:28, 34742 Kadıköy/İstanbul",(0216) 463 33 37,40.968971,29.0905292,4.6,https://maps.google.com/?cid=7656694965984156367,,897.0,KOZYATAĞI MARİNA BALIK,Restoran,₺₺
"Kozyatağı, Kaya Sultan Sokağı No:27-B, 34742 Kadıköy/İstanbul",0551 636 44 55,40.9659309,29.0911023,4.7,https://maps.google.com/?cid=7430669177088407025,http://www.mutfakkoz.com/,415.0,mutfakkoz,Restoran,₺₺
"Kozyatağı, Şht. İlknur Keleş Sk. No:10A, 34742 Kadıköy/İstanbul",0532 219 62 38,40.9692671,29.1005667,4.7,https://maps.google.com/?cid=13315798688555500781,https://hemdemocakbasi.com/,275.0,HemDem By Samet - Ocakbaşı,Restoran,
"Kozyatağı, Şakacı Sk. No:11/B, 34742 Kadıköy/İstanbul",(0216) 410 16 16,40.9698967,29.0943875,4.7,https://maps.google.com/?cid=10164208423432058479,https://www.instagram.com/favolincafe,254.0,Favolin,Restoran,
"Kozyatağı, Kozyatağı Sk. No: 16, 34742 Kadıköy/İstanbul",0552 170 66 21,40.9645003,29.0986799,4.6,https://maps.google.com/?cid=16791892158800399540,https://www.orlenacoffee.com/,113.0,Orlena Coffee,Çay/Kahve,
"Kozyatağı Mahallesi Kayasultan Sokak Zarbun Sitesi No : 57 / C, Kozyatağı, 34742 Kadıköy/İstanbul",(0216) 675 60 11,40.968104,29.094415999999995,4.5,https://maps.google.com/?cid=10306475385356867078,,308.0,Dondurmacı Zeynel'in Yeri,Tatlı,₺
"Kozyatağı, Bayar Cd. No:111/A, 34000 Kadıköy/İstanbul",0537 851 41 41,40.9706094,29.100679399999997,4.7,https://maps.google.com/?cid=5153232293037444307,,632.0,Tarihi Galata Kebapçısı,Restoran,₺₺
"BOSTANCI SANAYİ SİTESİ, İçerenköy, Parçacılar Sk. NO:7/C, 34752 Ataşehir/İstanbul",(0216) 572 24 25,40.965879,29.106620300000003,4.8,https://maps.google.com/?cid=409168369621405117,,650.0,Döner Bank Bostancı,Restoran,
"İçerenköy, Nevzat İpek İş Merkezi, Bostancı, Prof. Dr. Ali Nihat Tarlan Cd No:97, 34752 Ataşehir/İstanbul",(0216) 784 19 55,40.966751,29.106394,4.8,https://maps.google.com/?cid=16517345569477558662,https://www.hacibasar.com/?dil=tr,2288.0,Hacıbaşar - Kebap Katmer Bostancı,Restoran,₺₺
"İçerenköy Mah., Değirmen Yolu Cad, İçerenköy, Parçacılar Sk. No:1/a, 34752 Ataşehir/İstanbul",(0216) 469 00 20,40.9657166,29.1070307,4.6,https://maps.google.com/?cid=13479690944812667654,https://instagram.com/bursaiskender_kebapcisi?igshid=YmMyMTA2M2Y=,137.0,Bursa İskender Kebapçısı,Restoran,
"Fındıklı, Gazi Mustafa Kemal Cd. No:169/A, 34854 Maltepe/İstanbul",(0216) 574 27 28,40.9714042,29.1382025,4.9,https://maps.google.com/?cid=11506047970030428572,,634.0,DİYARBAKIR CİĞERCİSİ ALİ HAYDAR,Restoran,
"Moda Caddesi, Caferağa, Ferit Tek Sok. No:1, 34710 Kadıköy/İstanbul",(0216) 346 90 72,40.9791697,29.0233848,4.5,https://maps.google.com/?cid=8877303068712878687,http://www.modadenizkulubu.org.tr/,3125.0,Moda Deniz Kulübü 1935,,
"Caferağa, Küçükmoda Burnu Sk Kadıköy Bld. Sosyal Tesisleri No:4, 34710 Kadıköy/İstanbul",(0216) 330 79 73,40.9800806,29.0279083,4.5,https://maps.google.com/?cid=14440764906694074593,http://www.ideakadikoy.org/,1996.0,İDEA Kadıköy,,
"Caferağa, Moda Cd. No: 171/A, 34710 Kadıköy/İstanbul",444 8 464,40.9798631,29.0247983,4.5,https://maps.google.com/?cid=9813777481326411001,https://www.espressolab.com/,774.0,Espressolab Kadıköy Moda,Çay/Kahve,₺₺
"Caferağa, Nene Hatun Sk. No:3 D:B, 34744 Kadıköy/İstanbul",(0216) 330 25 60,40.980303,29.0233439,4.8,https://maps.google.com/?cid=5420722478383997606,,330.0,Rolls & Bowls,Restoran,
"Caferağa, Nene Hatun Sk. No:5/A, 34710 Kadıköy/İstanbul",0545 134 10 49,40.9802069,29.0231451,4.6,https://maps.google.com/?cid=14135093615551456571,,329.0,Tostçu Dede,Restoran,
"Caferağa, Moda Cd. 163/A, 34710 Kadıköy/İstanbul",(0216) 820 17 65,40.9806471,29.024203,4.5,https://maps.google.com/?cid=2318571941539323180,,108.0,AKŞAM KADIKÖY,Bar,
"Fenerbahçe, Münir Nurettin Selçuk Cd. No:34, 34726 Kadıköy/İstanbul",(0216) 550 41 42,40.9761376,29.0412985,4.7,https://maps.google.com/?cid=12783227169219998773,,435.0,PATRİÇA,Restoran,
"Fenerbahçe, Fener Kalamış Cd. No:61 D:3B, 34726 Kadıköy/İstanbul",0538 016 58 32,40.97347,29.042046,4.6,https://maps.google.com/?cid=13615398573385473113,http://www.williamsroastery.com/,254.0,William's Roastery,Çay/Kahve,
"Fenerbahçe, Dr. Faruk Ayanoğlu Cd. No:13/B, 34726 Kadıköy/İstanbul",(0216) 206 01 01,40.9750052,29.0468359,4.5,https://maps.google.com/?cid=15745829310418709233,https://www.instagram.com/alefocakbasi/,770.0,Alef Ocakbaşı,Restoran,
"Feneryolu, Hacı Mehmet Sk. 12/b, 34726 Kadıköy/İstanbul",0553 755 07 67,40.9747855,29.0489652,4.6,https://maps.google.com/?cid=5156864701152423807,,335.0,mojo movie cafe,Çay/Kahve,
"Fenerbahçe, Bağdat Cad. No: 168 -B, 34726 Kadıköy/İstanbul",(0216) 358 20 21,40.9760234,29.0498463,4.5,https://maps.google.com/?cid=4670018522930139576,https://sinopiamanti.eatbu.com/,416.0,Sinopia Mantı Evi,Restoran,
"Göztepe, Fındıklı Sk. no:8/B, 34730 Kadıköy/İstanbul",0533 633 66 49,40.9810393,29.0668949,4.8,https://maps.google.com/?cid=2659516265165649563,,282.0,Tart Bakery Cafe,Çay/Kahve,
"Göztepe, Nadirağa Sk. 12/A, 34730 Kadıköy/İstanbul",0536 747 71 01,40.9808974,29.06515,4.7,https://maps.google.com/?cid=11949809424400333526,https://www.facebook.com/can.iclikofte.5/,177.0,Can İçli Köfte,Restoran,
"Erenköy, Şemsettin Günaltay Cd. No:179, 34738 Kadıköy/İstanbul",(0216) 969 70 52,40.9752398,29.0799215,4.5,https://maps.google.com/?cid=10753457145007883875,http://www.santralcoffee.com/,723.0,Santral Kahve Evi Erenköy,Çay/Kahve,₺₺
"Ethem Efendi Cad, Demirli, Erenköy, Güçlü Sitesi No:95/A, 34738 Kadıköy/İstanbul",(0216) 350 06 00,40.9750573,29.075375699999995,4.7,https://maps.google.com/?cid=14361385497247201660,http://www.melodicikolata.com/,478.0,Melodi Çikolata,Tatlı,
"Sahrayı Cedit, Şemsettin Günaltay Cd. No:232-236 D:E, 34734 Kadıköy/İstanbul",0501 054 90 63,40.9775008,29.079115100000003,4.8,https://maps.google.com/?cid=1276923050254522916,https://www.merolahmacun.com/,867.0,Mero Lahmacun - Tepsi Kebap & Pide,Restoran,
"Erenköy, Ethem Efendi Cd. No: 101 / C, 34728 Kadıköy/İstanbul",0533 590 25 79,40.9757021,29.0756547,4.5,https://maps.google.com/?cid=17083099663000986094,https://www.agahoglumantievi.com/,182.0,Agahoğlu Mantı Evi Erenköy,Restoran,
"Sahrayıcedit Mah Şemsettin Günaltay Cad. No: 232 - 236D Dükkan no:38, Sahrayı Cedit, 34734 Kadıköy/İstanbul",0505 456 95 95,40.9774583,29.0791261,4.8,https://maps.google.com/?cid=15494200459526958773,https://www.kaizenramenbar.com/,496.0,Kaizen Ramen - Erenköy,Uzak Doğu Mutfağı,
"Sahrayı Cedit, Şemsettin Günaltay Cd. No:224 D:16, 34734 Kadıköy/İstanbul",(0216) 629 30 60,40.9769301,29.0794222,4.5,https://maps.google.com/?cid=6217345161992789969,https://www.juanvaldezcoffee.com.tr/,182.0,Juan Valdez | Sahrayıcedit,Çay/Kahve,
"Merdivenköy, İmam Ramiz Sokağı No:3 D:B, 34734 Kadıköy/İstanbul",(0216) 411 61 57,40.9809424,29.076894700000004,4.6,https://maps.google.com/?cid=11094951216571873171,http://www.emiroglubaklava.com.tr/,314.0,Emiroğlu Baklava,Tatlı,
"Bahar Apartmanı, Merdivenköy, Fahrettin Kerim Gökay Cd No:257, 34732 Kadıköy/İstanbul",(0216) 566 05 60,40.9810897,29.0723294,4.5,https://maps.google.com/?cid=147297807950204199,,483.0,Dönerci Necip Usta,Türk Mutfağı,
"Sahrayı Cedit, Şemsettin Günaltay Cd. Karpat iş merkezi D:230/3, 34738 Kadıköy/İstanbul",0506 449 31 31,40.9770457,29.079364800000004,4.7,https://maps.google.com/?cid=18104403328922552905,https://www.yeshatay.com/,100.0,Yes Hatay,Restoran,
"19 Mayıs Mahallesi, Atatürk Cad., No: 72-C, Şeref Yazgan İş Merkezi, 19 Mayıs, 34736 Kadıköy/İstanbul",,40.9808146,29.0902791,4.5,https://maps.google.com/?cid=1492789394898491203,http://www.meetlabcoffee.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3700413164528746133,404.0,Meet Lab Coffee,Çay/Kahve,
"19 Mayıs, Okur Sk. No: 16A, 34736 Kadıköy/İstanbul",,40.9755029,29.09188,4.9,https://maps.google.com/?cid=2350793009018491269,http://www.goodcoffee.com.tr/,450.0,Good Coffee Roasting Co.,Çay/Kahve,
"19 Mayıs, Atatürk Cd. No:66, 34736 Kadıköy/İstanbul",0850 220 2045,40.980988,29.087644800000003,4.8,https://maps.google.com/?cid=12886650926332000334,http://sankofacoffeeshop.com/,227.0,Sankofa Coffee Shop,Çay/Kahve,
"19 Mayıs, Gürsoylu Sokağı No:7/A, 34000 Kadıköy/İstanbul",(0216) 386 03 07,40.9737917,29.083939,4.7,https://maps.google.com/?cid=1491291207635775458,,530.0,Öz Uludağ Döner,Türk Mutfağı,₺₺
"Ataşehir, Kayışdağı Cd. 3/1, 34636 Ataşehir/İstanbul",0532 244 08 48,40.9804301,29.1027613,4.8,https://maps.google.com/?cid=17190138888624588477,https://www.sanatocakbasi.com/,278.0,Sanat Ocakbaşı,Restoran,
"Cavit Bey Apt, 19 Mayıs, Rıfkı Bey Sk. No: 8, 34736 Kadıköy/İstanbul",(0216) 999 37 97,40.9758418,29.0945246,4.8,https://maps.google.com/?cid=12702266000854021868,https://www.vosistanbul.com/,244.0,VOS Flower and Coffee,Çay/Kahve,
"Küçükbakkalköy, Ali Ay Sk. No:6, 34750 Ataşehir/İstanbul",0530 012 66 66,40.9798236,29.1082656,4.5,https://maps.google.com/?cid=7954799772722398619,https://batiayazkebapcisi.com/,149.0,Batıayaz Kebapçısı Ataşehir,Restoran,
"Küçükbakkalköy, Fırın Cd. No:13/A, 34750 Ataşehir/İstanbul",0850 308 5633,40.9808909,29.1133253,4.7,https://maps.google.com/?cid=5833293421924347125,http://www.delapaucoffee.com/,134.0,de la Pau coffee co.,,
"İçerenköy Karaman Çiftliği Yolu Cad, İçerenköy, Kaynak Sk. no:2/B, 34752 Ataşehir/İstanbul",(0216) 572 24 85,40.9750753,29.1083112,4.8,https://maps.google.com/?cid=190337211282465545,,282.0,Dondurmacı Cemil Usta®,Tatlı,₺
"İçerenköy, Adem Sk. No:82-84, 34216 Ataşehir/İstanbul",0531 855 25 95,40.9775571,29.1229216,4.7,https://maps.google.com/?cid=16402764481587570239,https://www.alwayswaffle.com/,166.0,Always Waffle İçerenköy,Tatlı,
"Caferağa, Dr. İhsan Ünlüer Sk. no:14/A, 34710 Kadıköy/İstanbul",(0216) 330 89 78,40.9859318,29.0273263,4.6,https://maps.google.com/?cid=9685552443692205608,http://www.instagram.com/modadanata,2422.0,Moda da Nata,Fırın,
"Caferağa, Dalga Sk. No: 10A, 34710 Kadıköy/İstanbul",0541 637 30 45,40.9853183,29.0257448,4.6,https://maps.google.com/?cid=10540753598760426529,,2023.0,2Bites,Hamburger,₺₺
"Feneryolu, Fahrettin Kerim Gökay Cd no:56, 34724 Kadıköy/İstanbul",(0216) 418 70 70,40.9874465,29.0445659,4.5,https://maps.google.com/?cid=17411957125320907485,,498.0,Ziverbey Nazar Profiterol,Fırın,
"Fenerbahçe, Itri Dede Sokağı No: 9/A, 34726 Kadıköy/İstanbul",0537 541 68 64,40.9823094,29.039811600000004,4.8,https://maps.google.com/?cid=13278131318344275024,http://www.elloikalamis.com/,150.0,Elloi Kalamış,Çay/Kahve,
"Fenerbahçe, Rüştiye Sk. no:11/A, 34726 Kadıköy/İstanbul",(0216) 550 53 55,40.9828118,29.039586,4.5,https://maps.google.com/?cid=8368314505979086690,http://nebyandogal.com/,263.0,Nebyan Doğal Kalamış,Restoran,
"Fenerbahçe, Itri Dede Sokağı No: 2 D:1A, 34726 Kadıköy/İstanbul",(0216) 519 11 69,40.9822702,29.0404379,4.7,https://maps.google.com/?cid=3359869045951557572,,308.0,Spenta Pizza Restaurant & Cocktail Bar,Pizza,
"Kurular Apt, Zühtüpaşa, Hasan Amir Sk. No:21, 34724 Kadıköy/İstanbul",(0216) 349 49 99,40.9841393,29.0429147,4.5,https://maps.google.com/?cid=6114864992316762967,https://bafrapidecoskunkuru.com.tr/,951.0,Bafra Pide Kızıltoprak,Orta Doğu Mutfağı,₺₺
"Eğitim, Sarayönü Cd. Işık Apt, 34000 Kadıköy/İstanbul",(0216) 330 25 26,40.9861689,29.0491443,4.5,https://maps.google.com/?cid=17780755433862683614,https://www.gazianteplitahausta.com/,229.0,Gaziantepli Taha Usta,Restoran,
"Feneryolu, Gazi Muhtarpaşa Sokağı No:5, 34724 Kadıköy/İstanbul",0554 918 27 31,40.9839929,29.0533384,4.9,https://maps.google.com/?cid=9402750404810565083,http://instagram.com/coffee.orlando,146.0,Orlando Coffee,Çay/Kahve,
"Feneryolu, Gazi Muhtarpaşa Sokağı no:12/c, 34724 Kadıköy/İstanbul",0536 766 15 56,40.9829233,29.0524739,4.8,https://maps.google.com/?cid=2296011987635038726,http://www.lamorapizza.com/,315.0,La Mora Pizza,Pizza,₺₺
"Merdivenköy, Ortabahar Sk 11/A, 34001 Kadıköy/İstanbul",,40.9837926,29.066516,4.9,https://maps.google.com/?cid=11003830239809017115,,213.0,Build&Co. Coffee,Çay/Kahve,
"Merdivenköy, Fahrettin Kerim Gökay Cd, 34730 Kadıköy/İstanbul",(0216) 565 00 60,40.9828874,29.0651014,4.5,https://maps.google.com/?cid=13228569289187202805,,424.0,Kavala Balık Lokantası,Restoran,₺₺
"Merdivenköy, Şair Arşi Cd. No:26, 34732 Kadıköy/İstanbul",(0216) 784 76 84,40.9848619,29.0731196,4.7,https://maps.google.com/?cid=1429968097321091920,,330.0,Brand Burger Göztepe,Restoran,
"Merdivenköy, İmam Ramiz Sokağı No:61, 34732 Kadıköy/İstanbul",0531 514 71 57,40.9867282,29.0758746,4.7,https://maps.google.com/?cid=15256264209064098511,http://dozze.com.tr/,181.0,DOZZE MERDİVENKÖY,Çay/Kahve,
"Merdivenköy, Ressam Salih Erimez Cad No:53B, 34732 Kadıköy/İstanbul",(0216) 566 66 65,40.986309,29.071288000000003,4.6,https://maps.google.com/?cid=13269465843721793983,,188.0,Hammur,Restoran,
"Merdivenköy, İmam Ramiz Sokağı No:15B, 34732 Kadıköy/İstanbul",0531 927 65 24,40.9820356,29.076285299999995,4.9,https://maps.google.com/?cid=1752771032883239785,,147.0,Always Waffle Göztepe,Tatlı,
"Sahrayı Cedit, Batman Sk. No:4, 34734 Kadıköy/İstanbul",0531 381 82 82,40.9871406,29.0857067,4.5,https://maps.google.com/?cid=4395788965806670145,http://www.efrouz.com/,391.0,Efrouz İstanbul,Restoran,
"Sahrayı Cedit, Mümin Deresi Sk No:30, 34734 Kadıköy/İstanbul",(0216) 355 50 50,40.9858333,29.086388900000003,4.5,https://maps.google.com/?cid=9273053960886255440,,528.0,Gültekinler Et Izgara,Restoran,₺₺
